"id","human_readable_id","source","target","description","weight","combined_degree","text_unit_ids"
"b3ea89fd-2abe-45fb-bfb0-465441f6d474",10,"王拥军","上海中医药大学","

王拥军是上海中医药大学的成员，并担任该校的主编。",10.0,14,"['2a036ceccd7e0f28ab7c77529c67db3b5af58b609c530e8bc8e01ffcab202eb35704563a821d86bc6cbd6d20115c82bd4d3b63533bf54a9e6b4b9d0152fb6c2d'
 '2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']"
"24f5b38f-e94d-45da-9f2d-eb9679f1edf4",11,"浙江中医药大学","童培建","童培建是浙江中医药大学的成员",7.0,10,['2a036ceccd7e0f28ab7c77529c67db3b5af58b609c530e8bc8e01ffcab202eb35704563a821d86bc6cbd6d20115c82bd4d3b63533bf54a9e6b4b9d0152fb6c2d']
"fbee3846-f0a4-43b1-a4ac-af7904ee5508",12,"天津中医药大学","王平","王平是天津中医药大学的成员",7.0,13,['2a036ceccd7e0f28ab7c77529c67db3b5af58b609c530e8bc8e01ffcab202eb35704563a821d86bc6cbd6d20115c82bd4d3b63533bf54a9e6b4b9d0152fb6c2d']
"20bd19fe-3e9f-4619-8910-91d500c39ccf",13,"山东中医药大学","毕荣修","毕荣修是山东中医药大学的成员",7.0,19,['2a036ceccd7e0f28ab7c77529c67db3b5af58b609c530e8bc8e01ffcab202eb35704563a821d86bc6cbd6d20115c82bd4d3b63533bf54a9e6b4b9d0152fb6c2d']
"192710bd-cd5c-451d-a15d-c3d5bb9c9cf7",14,"湖南中医药大学","卢敏","卢敏是湖南中医药大学的成员",7.0,12,['2a036ceccd7e0f28ab7c77529c67db3b5af58b609c530e8bc8e01ffcab202eb35704563a821d86bc6cbd6d20115c82bd4d3b63533bf54a9e6b4b9d0152fb6c2d']
"04368d32-3677-4c7f-afc5-da951c6b6668",15,"童培建","浙江中医药大学","童培建是浙江中医药大学的副主编",9.0,10,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"1b7a17f0-49d6-4e40-bad8-1e54d714877b",16,"王平","天津中医药大学","王平是天津中医药大学的副主编",9.0,13,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"06491611-2385-4506-a591-9f3c5de4c9ff",17,"毕荣修","山东中医药大学","毕荣修是山东中医药大学的副主编",9.0,19,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"65c1ee41-e23d-45bb-bb56-91b43311df0b",18,"卢敏","湖南中医药大学","卢敏是湖南中医药大学的副主编",9.0,12,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"125411bc-1baf-4943-8f6c-050232114d60",19,"陈锋","广西中医药大学","陈锋是广西中医药大学的副主编",9.0,5,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"aeb55fc8-7ad6-44ee-8dee-e22434f09361",20,"宋敏","甘肃中医药大学","宋敏是甘肃中医药大学的副主编",9.0,4,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"3ce34050-0e10-4450-b6b6-e5537ba70d4e",21,"穆晓红","北京中医药大学","穆晓红是北京中医药大学的副主编",1.0,15,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"afea11d8-569a-4990-af9d-c4f32ac270d2",22,"辽宁中医药大学","王一品","王一品是辽宁中医药大学的编委",9.0,9,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"3c18d558-c276-42ab-b301-f6218723be81",23,"辽宁中医药大学","石岩","石岩是辽宁中医药大学的委员",1.0,10,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"dfd5f557-130b-4a0f-9f69-737b9b20d1c8",24,"王上增","河南中医药大学","王上增是河南中医药大学的编委",9.0,10,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"a5f799eb-023e-4ebd-aa90-b34ddf27928b",25,"邢士新","山西中医药大学","邢士新是山西中医药大学的编委",9.0,4,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"7e1dd88e-448d-46fd-b2de-8ec0233280d0",26,"杜双庆","河北中医学院","杜双庆是河北中医学院的编委",9.0,6,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"80236dbf-03e3-4177-8784-fda8e21491f6",27,"李振华","长春中医药大学","李振华是长春中医药大学的编委",9.0,9,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"aed9a265-10cf-4d15-a953-8dcc1d21b0fe",28,"杨锋","陕西中医药大学","杨锋是陕西中医药大学的编委",9.0,3,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"62d5db24-0dbb-4ef3-b07f-92ab25781e19",29,"何本祥","成都体育学院","何本祥是成都体育学院的编委",9.0,3,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"81e3db7d-4599-46fd-9cbe-f38b3b9b51bd",30,"张燕","福建中医药大学","张燕是福建中医药大学的编委",9.0,7,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"a7a3de2d-90c2-451e-9d12-c6df4937aec8",31,"张顺聪","广州中医药大学","张顺聪是广州中医药大学的编委",9.0,9,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"b45433f8-df8e-4193-ba42-ac6bc338e2d5",32,"广州中医药大学","王伟","王伟是广州中医药大学的委员",9.0,8,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"634b4280-7516-4aee-9955-5e11d97b23a7",33,"顾海潮","云南中医药大学","顾海潮是云南中医药大学的编委",9.0,5,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"6d2d46a7-9a09-4870-a89b-0251b147f23b",34,"徐西林","黑龙江中医药大学","徐西林是黑龙江中医药大学的编委",9.0,13,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"321b3ade-b867-46ea-a68b-842db2c8c70d",35,"徐祖健","西南医科大学","徐祖健是西南医科大学的编委",9.0,3,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"061909b6-a6be-46a5-b7f3-2e214ca77815",36,"高彦平","南方医科大学","高彦平是南方医科大学的编委",9.0,4,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"de1b23dd-424d-497f-a1f0-45c1f80ce5a3",37,"黄勇","成都中医药大学","黄勇是成都中医药大学的编委",9.0,11,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"7738e5cb-b537-4265-ac37-de377b4f48d4",38,"熊勇","湖北中医药大学","熊勇是湖北中医药大学的编委",9.0,11,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"5b995440-df83-4118-a381-bcb4e60207d2",39,"王峰","安徽中医药大学","王峰是安徽中医药大学的编委",9.0,7,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"872c3452-a5f3-4825-b3c7-5fabc8d3580e",40,"邓亮","山西大同大学","邓亮是山西大同大学的编委",9.0,2,['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3']
"fe44864f-f847-4412-9b41-70c64de630e5",41,"黄璐琦","中国中医科学院","黄璐琦是中国中医科学院的院长",9.0,4,['a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b']
"6224d642-8c10-4549-8096-b86e05012212",42,"卢国慧","国家中医药管理局人事教育司","卢国慧是国家中医药管理局人事教育司的司长",9.0,6,['a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b']
"fdd6f07a-91e6-4b40-8077-8854f18c5749",43,"卢国慧","国家中医药管理局","卢国慧任职于国家中医药管理局人事教育司",7.0,10,['a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b']
"932040a7-c9f7-4791-b209-1fc43634585f",44,"国家中医药管理局人事教育司","张欣霞","张欣霞是国家中医药管理局人事教育司的副司长",9.0,4,['a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b']
"955dbfc8-8e69-4bdc-b07c-a2165e74bcfe",45,"国家中医药管理局人事教育司","陈令轩","陈令轩是国家中医药管理局人事教育司的综合协调处副处长",9.0,4,['a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b']
"de0d970f-13c3-4f87-a352-e587f358fee7",46,"国家中医药管理局","余艳红","余艳红是国家中医药管理局的党组书记和副局长",9.0,9,['a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b']
"4e0c7966-4e2a-4999-8bcf-e91a15af041b",47,"国家中医药管理局","王志勇","王志勇是国家中医药管理局的党组成员和副局长",9.0,9,['a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b']
"95cfc80a-d9ff-4180-b9c8-92e60494fabf",48,"王伟","广州中医药大学","王伟是广州中医药大学的校长",9.0,8,['a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b']
"444b836e-14e3-43fd-be19-774602c42191",49,"石岩","辽宁中医药大学","石岩是辽宁中医药大学的党委书记",9.0,10,['a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b']
"3736b892-2fca-4077-90e1-fc1adf69512c",50,"石学敏","天津中医药大学","石学敏是天津中医药大学的教授",9.0,10,['a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b']
"129a5623-ff51-4504-9256-25c7364fd1bd",51,"天津中医药大学","张伯礼","张伯礼是天津中医药大学的教授",9.0,12,['a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b']
"6f549214-6d5d-4993-806e-d4dfed054c94",52,"匡海学","黑龙江中医药大学","匡海学是黑龙江中医药大学的教授",9.0,13,['a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b']
"44d1662c-9b9e-46dd-8b14-ebd9533a5d8b",53,"吕文亮","湖北中医药大学","吕文亮是湖北中医药大学的校长",9.0,11,['a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b']
"cb644e17-d6b6-4e92-987a-664a9a4de067",54,"朱卫丰","江西中医药大学","朱卫丰是江西中医药大学的校长",9.0,11,['a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b']
"7eda0aca-983c-4557-9cdc-83ba70f77904",55,"余曙光","成都中医药大学","余曙光是成都中医药大学的校长",1.0,11,['a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b']
"2c5b9fa1-d357-468e-b856-89ae9ca15067",56,"国家卫生健康委员会","余艳红","余艳红是国家卫生健康委员会的党组成员",8.0,3,['a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b']
"40749d5d-b5e5-4867-b465-0be7bb11c8c4",57,"中国中医药出版社有限公司","宋春生","宋春生是中国中医药出版社有限公司的董事长",9.0,10,['a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b']
"52845f9d-5b1c-42f0-8343-d6e9c62ffc88",58,"中国中医药出版社有限公司","李秀明","李秀明是中国中医药出版社有限公司的副经理",9.0,10,['a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b']
"5b43b6dd-f67e-4744-8f3c-867a05e38ab4",59,"中国中医药出版社有限公司","李占永","李占永是中国中医药出版社有限公司的副总编辑",9.0,10,['a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b']
"0073a30e-b095-4141-9680-18bf4223a2d1",60,"中国中医药出版社有限公司","张恒宇","张恒宇是中国中医药出版社有限公司的副经理",9.0,10,['a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b']
"7b8eb148-99d1-443b-bd95-ddb6cc0e3e30",61,"中国中医药出版社有限公司","沈承玲","沈承玲是中国中医药出版社有限公司的教材中心主任",1.0,10,['a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b']
"2fb468b8-0d7a-44bb-ab4b-0ded56e259d1",62,"张伯礼","国家中医药管理局教材办公室","张伯礼是教材办的副组长",8.0,32,['17669d0b61a926d3a14589f84b7a30f91a92c72b8daa95141a24a8d9a34bede308ab04bdad9a1176bdfd52e8bee128e2164a94bda6cad30326e3cb67800432c2']
"a89deb6a-e36f-4b24-a544-58cf314b4159",63,"王志勇","国家中医药管理局教材办公室","王志勇是教材办的副组长",8.0,31,['17669d0b61a926d3a14589f84b7a30f91a92c72b8daa95141a24a8d9a34bede308ab04bdad9a1176bdfd52e8bee128e2164a94bda6cad30326e3cb67800432c2']
"bcdd9174-fe92-4150-b40a-634719c5bcd8",64,"卢国慧","国家中医药管理局教材办公室","卢国慧是教材办的组员",8.0,32,['17669d0b61a926d3a14589f84b7a30f91a92c72b8daa95141a24a8d9a34bede308ab04bdad9a1176bdfd52e8bee128e2164a94bda6cad30326e3cb67800432c2']
"3e9f69ad-3696-49a1-8a7d-4bfb352c871d",65,"严世芸","国家中医药管理局教材办公室","严世芸是教材办的组员",8.0,30,['17669d0b61a926d3a14589f84b7a30f91a92c72b8daa95141a24a8d9a34bede308ab04bdad9a1176bdfd52e8bee128e2164a94bda6cad30326e3cb67800432c2']
"db2fcb80-3472-41f5-b2f7-8f3001cbc67e",66,"吴勉华","国家中医药管理局教材办公室","吴勉华是教材办的组员",8.0,31,['17669d0b61a926d3a14589f84b7a30f91a92c72b8daa95141a24a8d9a34bede308ab04bdad9a1176bdfd52e8bee128e2164a94bda6cad30326e3cb67800432c2']
"35c54d49-fb34-4457-9b15-65cac000a69f",67,"王之虹","国家中医药管理局教材办公室","王之虹是教材办的组员",8.0,30,['17669d0b61a926d3a14589f84b7a30f91a92c72b8daa95141a24a8d9a34bede308ab04bdad9a1176bdfd52e8bee128e2164a94bda6cad30326e3cb67800432c2']
"0680a898-b111-41bc-a4c6-2d7844fb3248",68,"匡海学","国家中医药管理局教材办公室","匡海学是教材办的组员",8.0,31,['17669d0b61a926d3a14589f84b7a30f91a92c72b8daa95141a24a8d9a34bede308ab04bdad9a1176bdfd52e8bee128e2164a94bda6cad30326e3cb67800432c2']
"dd96e4bf-dbc4-4dd5-933d-477a3111bd8b",69,"刘红宁","国家中医药管理局教材办公室","刘红宁是教材办的组员",8.0,31,['17669d0b61a926d3a14589f84b7a30f91a92c72b8daa95141a24a8d9a34bede308ab04bdad9a1176bdfd52e8bee128e2164a94bda6cad30326e3cb67800432c2']
"f1e0215e-8f0a-498e-8513-b4afc2740166",70,"翟双庆","国家中医药管理局教材办公室","翟双庆是教材办的组员",8.0,31,['17669d0b61a926d3a14589f84b7a30f91a92c72b8daa95141a24a8d9a34bede308ab04bdad9a1176bdfd52e8bee128e2164a94bda6cad30326e3cb67800432c2']
"1e85ce2c-cf3c-4cea-aeb6-d3f3be15378c",71,"胡鸿毅","国家中医药管理局教材办公室","胡鸿毅是教材办的组员",8.0,30,['17669d0b61a926d3a14589f84b7a30f91a92c72b8daa95141a24a8d9a34bede308ab04bdad9a1176bdfd52e8bee128e2164a94bda6cad30326e3cb67800432c2']
"85a54cb6-2384-4486-b15b-80332d381372",72,"余曙光","国家中医药管理局教材办公室","余曙光是教材办的组员",8.0,31,['17669d0b61a926d3a14589f84b7a30f91a92c72b8daa95141a24a8d9a34bede308ab04bdad9a1176bdfd52e8bee128e2164a94bda6cad30326e3cb67800432c2']
"93a41eef-7830-43f8-b3d0-16755af56221",73,"周桂桐","国家中医药管理局教材办公室","周桂桐是教材办的组员",8.0,30,['17669d0b61a926d3a14589f84b7a30f91a92c72b8daa95141a24a8d9a34bede308ab04bdad9a1176bdfd52e8bee128e2164a94bda6cad30326e3cb67800432c2']
"5284d185-60ee-463d-9014-0157a0814ccd",74,"石岩","国家中医药管理局教材办公室","石岩是教材办的组员",8.0,32,['17669d0b61a926d3a14589f84b7a30f91a92c72b8daa95141a24a8d9a34bede308ab04bdad9a1176bdfd52e8bee128e2164a94bda6cad30326e3cb67800432c2']
"2e5d83de-b97e-4508-97b3-d1863286e182",75,"黄必胜","国家中医药管理局教材办公室","黄必胜是教材办的组员",8.0,30,['17669d0b61a926d3a14589f84b7a30f91a92c72b8daa95141a24a8d9a34bede308ab04bdad9a1176bdfd52e8bee128e2164a94bda6cad30326e3cb67800432c2']
"2b4210d8-d890-4780-a0f3-7e66737d70cf",76,"国家中医药管理局教材办公室","中国中医药出版社","教材办与中国中医药出版社合作进行教材建设",7.0,35,['17669d0b61a926d3a14589f84b7a30f91a92c72b8daa95141a24a8d9a34bede308ab04bdad9a1176bdfd52e8bee128e2164a94bda6cad30326e3cb67800432c2']
"91a2888e-9e03-4ec6-aadd-54e31c02b939",77,"国家中医药管理局教材办公室","国家中医药管理局","教材办在国家中医药管理局领导下开展工作",9.0,36,['17669d0b61a926d3a14589f84b7a30f91a92c72b8daa95141a24a8d9a34bede308ab04bdad9a1176bdfd52e8bee128e2164a94bda6cad30326e3cb67800432c2']
"0b9a005d-3c03-462e-8fae-ab0afc62f613",78,"国家中医药管理局教材办公室","教育部高等学校中医学类、中药学类、中西医结合类专业教学指导委员会","教材办在该委员会指导下开展教材建设",7.0,30,['17669d0b61a926d3a14589f84b7a30f91a92c72b8daa95141a24a8d9a34bede308ab04bdad9a1176bdfd52e8bee128e2164a94bda6cad30326e3cb67800432c2']
"53b4078e-f67b-4887-8ac7-bf3986edb891",79,"国家中医药管理局教材办公室","全国中医药行业高等教育规划教材专家指导委员会","教材办在该委员会指导下开展教材建设",7.0,30,['17669d0b61a926d3a14589f84b7a30f91a92c72b8daa95141a24a8d9a34bede308ab04bdad9a1176bdfd52e8bee128e2164a94bda6cad30326e3cb67800432c2']
"212f2f78-eb64-4731-b21e-1ed3316744eb",80,"国家中医药管理局教材办公室","全国中医药行业高等教育""十三五""规划教材","教材办对""十三五""规划教材进行综合评价",7.0,31,['17669d0b61a926d3a14589f84b7a30f91a92c72b8daa95141a24a8d9a34bede308ab04bdad9a1176bdfd52e8bee128e2164a94bda6cad30326e3cb67800432c2']
