"id","human_readable_id","title","type","description","text_unit_ids","frequency","degree","x","y"
"c00d18f8-2733-42c8-9525-d9ace4e594d3",10,"天津中医药大学","ORGANIZATION","

天津中医药大学是张伯礼、汪涛、李艳玲、王燕、郭义的所在单位，也是石学敏任职的大学和马琳的主编单位。","['2a036ceccd7e0f28ab7c77529c67db3b5af58b609c530e8bc8e01ffcab202eb35704563a821d86bc6cbd6d20115c82bd4d3b63533bf54a9e6b4b9d0152fb6c2d'
 '2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3'
 'a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b'
 'cc5e55211ca7ce1f0673de419005153121af6b8aba1c3d40fb60e3a5e42249f7df5b8d7bb371c021f7da5616b9e51135523cd921b7865dea14a23d2c4679da8b'
 '1b0980b910b070b0a8dee3003823c89da350d018625a13a915734ad60f47132ad5cf38dbe3330fae55d9f153f8194a08a9c2f2fe2a017fe7fa4bd70e48b0b6d0'
 '0f9e30fd4378caa59e727d2f74b22c18ab5881f55932ae4b1b7a7636428a62b821a2de9f8dcb184999e37de87a4b32274cc5f3d614041b70be8b56af36bc8b21'
 'c89dfa48d6e632b14681bab1de457cb380ac3618e62007b5925ca6a67f2c17f6305ec996abd46a63136f01f2405387fdb78622b106a4887cd312aea1ef4a3e10']",7,9,0.0,0.0
"0b992ecd-60ea-47a6-8656-dd52135935c7",11,"山东中医药大学","ORGANIZATION","

山东中医药大学是井夫杰、高树中、史周华、张玉芳、毕荣修、王振国、王诗源、汤继芹和崔瑞兰的所在单位，同时也是李峰的主编单位和高树中任职的大学。","['2a036ceccd7e0f28ab7c77529c67db3b5af58b609c530e8bc8e01ffcab202eb35704563a821d86bc6cbd6d20115c82bd4d3b63533bf54a9e6b4b9d0152fb6c2d'
 '2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3'
 'a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b'
 'cc5e55211ca7ce1f0673de419005153121af6b8aba1c3d40fb60e3a5e42249f7df5b8d7bb371c021f7da5616b9e51135523cd921b7865dea14a23d2c4679da8b'
 '1b0980b910b070b0a8dee3003823c89da350d018625a13a915734ad60f47132ad5cf38dbe3330fae55d9f153f8194a08a9c2f2fe2a017fe7fa4bd70e48b0b6d0'
 'ff219bf0d600e4a2c370167f1a16b03b60f916a2716459e314ea7cdc470ad8e0d87f58d1a484432ad3d0d2651f090c4640cf35ef8d6f9c05ab118fd2b61da435'
 '0f9e30fd4378caa59e727d2f74b22c18ab5881f55932ae4b1b7a7636428a62b821a2de9f8dcb184999e37de87a4b32274cc5f3d614041b70be8b56af36bc8b21'
 '1934372df51bf302460e7715e3eb4267033f9a9cbaaadae2150497972799a8dbe433b825dcb850cc0897947fe15066ef0537e91242afda4e960b9f007e985469'
 'c89dfa48d6e632b14681bab1de457cb380ac3618e62007b5925ca6a67f2c17f6305ec996abd46a63136f01f2405387fdb78622b106a4887cd312aea1ef4a3e10']",9,16,0.0,0.0
"9a290140-67c4-4501-8ead-902d20df53b6",12,"湖南中医药大学","ORGANIZATION","

湖南中医药大学是戴爱国、何清湖、谭劲、卢敏、常小荣、陈燕、陈偶英和喻京生、冯进的所在单位，同时也是《中医学概论》主编之一的任职单位。","['2a036ceccd7e0f28ab7c77529c67db3b5af58b609c530e8bc8e01ffcab202eb35704563a821d86bc6cbd6d20115c82bd4d3b63533bf54a9e6b4b9d0152fb6c2d'
 '2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3'
 'a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b'
 'cc5e55211ca7ce1f0673de419005153121af6b8aba1c3d40fb60e3a5e42249f7df5b8d7bb371c021f7da5616b9e51135523cd921b7865dea14a23d2c4679da8b'
 '1b0980b910b070b0a8dee3003823c89da350d018625a13a915734ad60f47132ad5cf38dbe3330fae55d9f153f8194a08a9c2f2fe2a017fe7fa4bd70e48b0b6d0'
 'ff219bf0d600e4a2c370167f1a16b03b60f916a2716459e314ea7cdc470ad8e0d87f58d1a484432ad3d0d2651f090c4640cf35ef8d6f9c05ab118fd2b61da435'
 'c89dfa48d6e632b14681bab1de457cb380ac3618e62007b5925ca6a67f2c17f6305ec996abd46a63136f01f2405387fdb78622b106a4887cd312aea1ef4a3e10'
 'a976f41dbc394867aaf7b07dde88675902837878dfb74eeeb632c7ead831489b2ff3b286ea568e0d3c7f7295b641b05e3f07947e004704d7abc7c54d0ef081c7']",8,10,0.0,0.0
"8b3e72ac-0adb-480d-82e6-1f38c2ecce33",13,"王平","PERSON","

王平是《中医养生文献学》的主编，并担任《中医骨伤科学》新世纪第五版的副主编，该书由天津中医药大学出版。此外，他还参与编写了某教材第六章的部分内容。","['2a036ceccd7e0f28ab7c77529c67db3b5af58b609c530e8bc8e01ffcab202eb35704563a821d86bc6cbd6d20115c82bd4d3b63533bf54a9e6b4b9d0152fb6c2d'
 '2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3'
 'ed5ab8ad12e2a48d24a763d86b1f81cf4b6cae014bedc92a71ba7463993ac8ad798238baeea3c27492b84bd1add7dcc94601735e357a27308e7437426e305bb3'
 '81f242629cec6e16f384064fb344314cbee8169c0588c017de1e73ec760a45fad6fcd2633444f080dfe6f4c3a73782daf345137bfaa4c647fcc51bb6f24f317c']",4,4,0.0,0.0
"569bca96-ddd2-47de-8736-110cdc3e16c1",14,"毕荣修","PERSON","

毕荣修是《中医骨伤科学》新世纪第五版的副主编，来自山东中医药大学，同时他也是《创伤急救学》的主编之一。","['2a036ceccd7e0f28ab7c77529c67db3b5af58b609c530e8bc8e01ffcab202eb35704563a821d86bc6cbd6d20115c82bd4d3b63533bf54a9e6b4b9d0152fb6c2d'
 '2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3'
 'ed5ab8ad12e2a48d24a763d86b1f81cf4b6cae014bedc92a71ba7463993ac8ad798238baeea3c27492b84bd1add7dcc94601735e357a27308e7437426e305bb3'
 'a976f41dbc394867aaf7b07dde88675902837878dfb74eeeb632c7ead831489b2ff3b286ea568e0d3c7f7295b641b05e3f07947e004704d7abc7c54d0ef081c7']",4,3,0.0,0.0
"ea6edaa9-b14d-4a42-b45e-2b054b8500b4",15,"卢敏","PERSON","

卢敏是湖南中医药大学的教师，担任《中医骨伤科学》新世纪第五版的副主编，并参与编写了该教材的第九章。","['2a036ceccd7e0f28ab7c77529c67db3b5af58b609c530e8bc8e01ffcab202eb35704563a821d86bc6cbd6d20115c82bd4d3b63533bf54a9e6b4b9d0152fb6c2d'
 '2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3'
 'ed5ab8ad12e2a48d24a763d86b1f81cf4b6cae014bedc92a71ba7463993ac8ad798238baeea3c27492b84bd1add7dcc94601735e357a27308e7437426e305bb3']",3,2,0.0,0.0
"e588a139-1eae-45ca-8f50-240bdc39289c",16,"童培建","","",['2a036ceccd7e0f28ab7c77529c67db3b5af58b609c530e8bc8e01ffcab202eb35704563a821d86bc6cbd6d20115c82bd4d3b63533bf54a9e6b4b9d0152fb6c2d'],1,3,0.0,0.0
"64fbf39d-02f7-4be8-bdf1-5fba9280fd5f",17,"陈锋","PERSON","

陈锋是广西中医药大学的副主编，参与编写了教材第六章的部分内容。","['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3'
 'ed5ab8ad12e2a48d24a763d86b1f81cf4b6cae014bedc92a71ba7463993ac8ad798238baeea3c27492b84bd1add7dcc94601735e357a27308e7437426e305bb3']",2,2,0.0,0.0
"7a49ee39-91b2-499e-bded-b78d37d0de3a",18,"广西中医药大学","ORGANIZATION","

姚春任职的大学是广西中医药大学，该校也是赵铁建和陈锋的所在单位。","['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3'
 'a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b'
 'cc5e55211ca7ce1f0673de419005153121af6b8aba1c3d40fb60e3a5e42249f7df5b8d7bb371c021f7da5616b9e51135523cd921b7865dea14a23d2c4679da8b']",3,3,0.0,0.0
"b0b37f23-fbfd-465c-9d15-9789e8a43527",19,"宋敏","PERSON","

宋敏是甘肃中医药大学的副主编，参与编写了教材的第十章。","['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3'
 'ed5ab8ad12e2a48d24a763d86b1f81cf4b6cae014bedc92a71ba7463993ac8ad798238baeea3c27492b84bd1add7dcc94601735e357a27308e7437426e305bb3']",2,2,0.0,0.0
"bcb75901-cdc9-41f1-831e-5b6f7abd38a6",20,"甘肃中医药大学","ORGANIZATION","

甘肃中医药大学是刘雄的主编单位，也是刘永琦和宋敏的所在单位。","['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3'
 'cc5e55211ca7ce1f0673de419005153121af6b8aba1c3d40fb60e3a5e42249f7df5b8d7bb371c021f7da5616b9e51135523cd921b7865dea14a23d2c4679da8b'
 '0f9e30fd4378caa59e727d2f74b22c18ab5881f55932ae4b1b7a7636428a62b821a2de9f8dcb184999e37de87a4b32274cc5f3d614041b70be8b56af36bc8b21']",3,2,0.0,0.0
"620d7f8c-6789-4c85-ae34-865192cee078",21,"穆晓红","PERSON","

穆晓红是北京中医药大学的副主编，参与编写了教材的第四章。","['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3'
 'ed5ab8ad12e2a48d24a763d86b1f81cf4b6cae014bedc92a71ba7463993ac8ad798238baeea3c27492b84bd1add7dcc94601735e357a27308e7437426e305bb3']",2,2,0.0,0.0
"3410c326-2cd2-44ab-a473-521fb6478114",22,"北京中医药大学","ORGANIZATION","

北京中医药大学是侯俊玲、刘春生、闫永红、刘存志、刘红霞、唐炳华、张硕峰、穆晓红和郝玉芳的所属单位，同时也是《医古文》和《科研思路与方法》主编的所在单位之一，徐安龙也任职于该大学。","['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3'
 'a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b'
 'dd0456790b275ec5af635627c9808cb49c03aca81dea394a75dcde24366908aa8efec329771b3a6c06047f8923b6fd5e7c751db5527e8c37f9533fe77c88e46c'
 'cc5e55211ca7ce1f0673de419005153121af6b8aba1c3d40fb60e3a5e42249f7df5b8d7bb371c021f7da5616b9e51135523cd921b7865dea14a23d2c4679da8b'
 '1b0980b910b070b0a8dee3003823c89da350d018625a13a915734ad60f47132ad5cf38dbe3330fae55d9f153f8194a08a9c2f2fe2a017fe7fa4bd70e48b0b6d0'
 '0f9e30fd4378caa59e727d2f74b22c18ab5881f55932ae4b1b7a7636428a62b821a2de9f8dcb184999e37de87a4b32274cc5f3d614041b70be8b56af36bc8b21'
 '1934372df51bf302460e7715e3eb4267033f9a9cbaaadae2150497972799a8dbe433b825dcb850cc0897947fe15066ef0537e91242afda4e960b9f007e985469'
 'c89dfa48d6e632b14681bab1de457cb380ac3618e62007b5925ca6a67f2c17f6305ec996abd46a63136f01f2405387fdb78622b106a4887cd312aea1ef4a3e10'
 'a976f41dbc394867aaf7b07dde88675902837878dfb74eeeb632c7ead831489b2ff3b286ea568e0d3c7f7295b641b05e3f07947e004704d7abc7c54d0ef081c7']",9,13,0.0,0.0
"031a06c0-7634-48e0-9774-1012b11ff1e4",23,"辽宁中医药大学","ORGANIZATION","

辽宁中医药大学是康廷国、石岩、刘春英、王娭、王一品、王雪峰以及《中医基础理论☆》主编、骨伤解剖学主编侯德才和姜国华的所在单位。","['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3'
 'a1b920721154e011254a303e76239382348a7bcb363c24ef987d8ea8792e0f18fe7f4d5fc9b7b877ccbffab179ddc7959b18242de53fbd7b700f9f6ca35d751b'
 'dd0456790b275ec5af635627c9808cb49c03aca81dea394a75dcde24366908aa8efec329771b3a6c06047f8923b6fd5e7c751db5527e8c37f9533fe77c88e46c'
 'cc5e55211ca7ce1f0673de419005153121af6b8aba1c3d40fb60e3a5e42249f7df5b8d7bb371c021f7da5616b9e51135523cd921b7865dea14a23d2c4679da8b'
 '1b0980b910b070b0a8dee3003823c89da350d018625a13a915734ad60f47132ad5cf38dbe3330fae55d9f153f8194a08a9c2f2fe2a017fe7fa4bd70e48b0b6d0'
 'ff219bf0d600e4a2c370167f1a16b03b60f916a2716459e314ea7cdc470ad8e0d87f58d1a484432ad3d0d2651f090c4640cf35ef8d6f9c05ab118fd2b61da435'
 '0f9e30fd4378caa59e727d2f74b22c18ab5881f55932ae4b1b7a7636428a62b821a2de9f8dcb184999e37de87a4b32274cc5f3d614041b70be8b56af36bc8b21'
 'a976f41dbc394867aaf7b07dde88675902837878dfb74eeeb632c7ead831489b2ff3b286ea568e0d3c7f7295b641b05e3f07947e004704d7abc7c54d0ef081c7']",8,7,0.0,0.0
"00ca7f35-c4fa-4efc-aed9-4f075a8d258a",24,"王上增","PERSON","

王上增是河南中医药大学的编委，参与编写了教材第六章的部分内容。","['2752f08fbf94d456ac36e0a690fd3322b4fffb2a893f03f63a1102ca30286ba17bae5ec7e50e910e30198037a43bddd7d2e6745109b35c8f893f70ca5a971dd3'
 'ed5ab8ad12e2a48d24a763d86b1f81cf4b6cae014bedc92a71ba7463993ac8ad798238baeea3c27492b84bd1add7dcc94601735e357a27308e7437426e305bb3']",2,2,0.0,0.0
